,Time,CellName,PRBUsageUL,PRBUsageDL,meanThr_DL,meanThr_UL,maxThr_DL,maxThr_UL,meanUE_DL,meanUE_UL,maxUE_DL,maxUE_UL,maxUE_UL+DL,Unusual
4778,13:45,10BLTE,12.429,1.415,0.409,0.049,13.823,0.692,1.213,1.051,5.0,4.0,9,0
32198,19:15,7WLTE,1.011,1.92,0.202,0.059,12.12,0.918,1.304,0.01,5.0,3.0,8,0
20216,5:30,6BLTE,4.85,0.505,0.055,0.015,2.673,0.219,1.051,0.01,3.0,2.0,5,0
1300,0:15,10BLTE,0.808,0.505,0.078,0.028,2.666,2.329,1.011,1.011,2.0,2.0,4,0
17923,16:00,9ALTE,2.189,0.498,0.076,0.02,4.808,0.298,1.015,1.005,3.0,3.0,6,1
29259,23:15,6CLTE,5.255,1.011,0.592,0.033,12.737,2.799,1.071,0.01,4.0,2.0,6,0
3755,8:30,7WLTE,1.112,2.526,0.567,0.038,30.692,0.834,1.152,0.01,4.0,3.0,7,0
27071,9:15,6CLTE,5.457,0.707,0.171,0.031,8.402,3.086,1.081,0.01,4.0,2.0,6,0
2063,4:15,2ALTE,0.0,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
32342,12:15,8BLTE,6.368,2.388,0.84,0.041,38.032,0.781,1.134,1.015,4.0,3.0,7,1
5462,14:45,9ALTE,8.387,0.909,0.189,0.039,6.515,0.432,1.172,1.031,5.0,3.0,8,0
1525,12:30,7ALTE,1.011,1.617,0.374,0.066,14.361,3.684,1.273,0.01,5.0,3.0,8,0
13488,10:00,7CLTE,0.1,0.597,0.323,0.043,22.359,4.003,1.045,0.01,3.0,2.0,5,1
15402,22:15,7BLTE,0.505,1.011,0.292,0.057,9.457,4.823,1.273,0.01,6.0,2.0,8,0
28244,17:30,9BLTE,4.244,1.617,0.593,0.025,16.943,1.183,1.081,1.061,4.0,3.0,7,0
31970,4:30,7WLTE,0.505,1.415,0.233,0.024,9.166,0.464,1.061,0.01,3.0,3.0,6,0
2730,19:15,4CLTE,24.656,5.356,1.103,0.1,43.895,0.592,1.475,1.556,7.0,7.0,14,0
6228,2:30,3CLTE,0.303,0.404,0.014,0.009,0.094,0.073,1.011,1.011,1.0,1.0,2,0
1186,18:00,10ALTE,10.509,1.011,0.223,0.04,15.495,0.797,1.112,1.061,4.0,3.0,7,0
29598,19:15,10ALTE,11.217,2.627,0.959,0.053,25.683,0.89,1.132,1.071,4.0,3.0,7,0
27896,12:30,10CLTE,6.77,1.92,0.68,0.04,18.317,0.716,1.091,1.061,4.0,4.0,8,0
13444,4:15,3ALTE,1.718,0.404,0.039,0.009,1.301,0.082,1.021,1.011,2.0,2.0,4,0
32289,12:45,6VLTE,0.995,1.294,0.084,0.028,3.982,1.948,1.085,0.01,4.0,2.0,6,1
3030,23:00,6CLTE,3.234,0.606,0.133,0.02,4.83,0.327,1.051,0.01,3.0,2.0,5,0
31722,8:00,6VLTE,1.213,1.314,0.097,0.025,3.079,0.307,1.101,0.01,3.0,2.0,5,0
1196,16:30,7BLTE,0.597,1.095,0.263,0.073,11.972,9.71,1.194,0.01,5.0,3.0,8,1
36144,13:15,3BLTE,19.301,2.324,0.558,0.133,21.237,11.041,1.344,1.304,8.0,5.0,13,0
36511,11:15,7ALTE,0.299,1.891,1.067,0.048,16.304,0.96,1.095,0.01,4.0,2.0,6,1
12703,7:30,7ULTE,0.199,0.896,0.075,0.015,1.897,0.179,1.025,0.01,3.0,2.0,5,1
13092,21:30,3BLTE,9.851,1.393,0.355,0.03,17.57,0.447,1.174,1.035,4.0,3.0,7,1
34460,20:15,8BLTE,15.562,1.516,0.395,0.06,46.148,1.078,1.253,1.051,5.0,3.0,8,0
5560,2:00,9BLTE,2.425,0.505,0.108,0.006,26.869,0.442,1.031,1.011,2.0,2.0,4,0
33164,16:00,8BLTE,20.614,3.739,1.091,0.137,32.204,1.959,1.586,1.192,7.0,5.0,12,0
29732,13:30,1CLTE,29.001,11.116,3.502,0.158,38.406,1.051,1.718,1.768,9.0,8.0,17,0
2630,13:15,3CLTE,4.876,0.896,0.269,0.035,12.803,0.688,1.095,1.015,4.0,3.0,7,1
13500,15:15,3BLTE,10.448,1.592,0.297,0.037,7.004,0.308,1.134,1.065,5.0,4.0,9,1
22420,6:00,6CLTE,0.707,0.404,0.013,0.009,0.31,0.16,1.021,0.01,2.0,2.0,4,0
2783,2:00,6WLTE,0.606,1.314,0.164,0.022,3.154,0.263,1.071,0.01,4.0,3.0,7,0
7760,23:15,3BLTE,19.301,3.133,0.999,0.111,38.659,2.106,1.566,1.101,6.0,5.0,11,0
30525,23:30,8CLTE,1.891,0.896,0.426,0.028,12.792,0.332,1.025,0.995,2.0,2.0,4,1
11971,23:00,6VLTE,1.791,6.169,0.379,0.045,12.466,0.619,1.254,0.01,5.0,4.0,9,1
16463,13:00,8BLTE,19.098,2.122,0.489,0.078,22.531,0.756,1.344,1.182,7.0,5.0,12,0
4279,15:45,3CLTE,7.175,1.415,0.379,0.046,46.666,1.447,1.132,1.041,4.0,3.0,7,0
10340,1:15,8BLTE,3.032,0.606,0.1,0.021,5.14,0.826,1.051,1.031,3.0,2.0,5,0
35182,18:00,7ALTE,0.398,1.891,0.711,0.026,33.726,0.454,1.095,0.01,4.0,3.0,7,1
22867,7:00,9BLTE,0.707,0.404,0.049,0.01,3.864,0.18,1.021,1.011,2.0,1.0,3,0
17641,6:30,1BLTE,2.324,0.707,0.283,0.018,8.616,0.236,1.031,1.011,2.0,2.0,4,0
28477,10:30,1BLTE,10.249,1.99,0.632,0.051,30.851,0.565,1.134,1.035,4.0,3.0,7,1
3062,20:00,4CLTE,15.92,1.493,0.393,0.058,10.995,0.445,1.323,1.104,7.0,5.0,12,1
14945,19:15,7WLTE,1.617,4.244,0.815,0.071,16.768,1.349,1.243,0.01,5.0,3.0,8,0
35307,17:15,1CLTE,38.096,5.053,1.173,0.128,33.309,1.889,1.738,1.637,8.0,7.0,15,0
30840,7:00,9BLTE,0.299,0.398,0.016,0.008,0.262,0.128,0.995,0.995,1.0,1.0,2,1
14291,0:15,6ULTE,0.896,1.692,0.303,0.035,9.083,0.613,1.104,0.01,4.0,3.0,7,1
33819,16:30,5CLTE,20.715,4.749,1.394,0.093,35.897,1.593,1.415,1.192,7.0,6.0,13,0
22493,9:45,7VLTE,2.425,9.701,1.346,0.115,12.926,3.957,1.364,0.01,6.0,4.0,10,0
3182,13:45,3ALTE,16.02,2.289,0.628,0.076,27.701,0.875,1.254,1.095,5.0,4.0,9,1
21746,10:30,6ALTE,14.551,2.526,0.876,0.074,34.384,1.054,1.213,0.01,5.0,3.0,8,0
13421,7:15,4CLTE,10.61,1.314,0.401,0.039,12.28,0.462,1.112,1.051,4.0,4.0,8,0
21599,10:45,8ALTE,10.348,1.493,0.321,0.041,12.726,1.83,1.134,1.035,5.0,3.0,8,1
5488,12:00,3CLTE,8.084,0.909,0.164,0.031,5.618,0.474,1.132,1.061,4.0,3.0,7,0
10278,16:45,1ALTE,24.252,3.032,0.778,0.104,29.956,3.219,1.536,1.172,7.0,5.0,12,0
29360,14:30,2ALTE,0.1,0.398,0.008,0.012,0.015,0.028,0.995,0.01,1.0,1.0,2,1
4302,20:15,1BLTE,14.925,1.99,0.53,0.1,10.249,5.795,1.274,1.065,6.0,4.0,10,1
4434,12:15,10BLTE,16.067,2.122,0.57,0.371,20.588,12.646,1.233,1.293,5.0,4.0,9,0
7080,18:00,6VLTE,1.592,2.388,0.219,0.04,13.032,3.105,1.144,0.01,4.0,3.0,7,1
27092,1:30,1ALTE,7.983,1.213,0.434,0.043,13.937,0.695,1.091,1.021,3.0,3.0,6,0
34541,13:45,8ALTE,15.323,1.891,0.483,0.066,15.695,0.858,1.234,1.095,5.0,4.0,9,1
810,14:15,1ALTE,28.395,3.133,1.149,0.137,19.134,3.329,1.698,1.182,9.0,5.0,14,0
3025,23:30,4BLTE,14.551,2.223,0.732,0.089,42.426,2.494,1.314,1.061,5.0,4.0,9,0
21428,16:15,6WLTE,2.289,4.577,1.374,0.089,56.933,2.555,1.363,0.01,5.0,4.0,9,1
20181,4:00,7VLTE,0.202,0.808,0.005,0.003,0.19,0.109,0.94,0.01,3.0,2.0,5,0
13590,18:30,10ALTE,11.841,4.279,1.66,0.076,23.325,1.33,1.174,1.055,5.0,4.0,9,1
33749,17:30,8ALTE,18.391,2.627,0.64,0.082,43.946,1.302,1.304,1.202,6.0,5.0,11,0
22547,0:30,3ALTE,6.568,1.415,0.494,0.039,56.757,0.927,1.112,1.071,3.0,3.0,6,0
6331,4:15,7WLTE,0.101,0.808,0.009,0.006,0.088,0.037,1.021,0.01,2.0,1.0,3,0
35140,20:15,3BLTE,17.179,2.324,0.397,0.063,10.636,0.48,1.233,1.091,5.0,4.0,9,0
22707,3:30,7WLTE,0.303,1.112,0.149,0.018,8.905,0.334,1.041,0.01,3.0,3.0,6,0
1695,16:15,7CLTE,0.1,0.498,0.179,0.022,4.724,0.438,1.035,0.01,2.0,2.0,4,1
25170,4:15,6ULTE,0.202,0.808,0.06,0.011,1.323,0.12,1.021,0.01,2.0,2.0,4,0
23397,13:00,10CLTE,5.659,0.808,0.2,0.034,8.691,1.72,1.051,1.031,3.0,3.0,6,0
4663,2:15,4CLTE,7.074,1.314,0.71,0.044,19.332,0.637,1.101,1.031,4.0,3.0,7,0
34104,10:15,1ALTE,25.768,4.042,1.611,0.149,51.286,1.992,1.556,1.192,7.0,5.0,12,0
28589,19:45,4BLTE,17.482,1.617,0.468,0.069,24.079,0.792,1.344,1.202,7.0,5.0,12,0
21084,17:45,7CLTE,0.404,0.909,0.168,0.079,6.96,0.538,1.192,0.01,4.0,3.0,7,0
1266,16:30,5CLTE,11.343,1.294,0.294,0.068,5.99,1.927,1.154,1.035,4.0,3.0,7,1
4648,14:45,9ALTE,14.45,1.617,0.414,0.054,23.118,0.833,1.233,1.152,5.0,4.0,9,0
22077,21:15,5CLTE,7.463,0.796,0.142,0.025,10.148,1.775,1.065,1.005,3.0,3.0,6,1
21945,16:30,3ALTE,20.412,2.93,0.628,0.078,15.398,0.476,1.304,1.182,5.0,5.0,10,0
14963,2:30,7BLTE,0.101,0.404,0.029,0.006,7.095,0.285,0.697,0.01,3.0,2.0,5,0
10677,5:45,2ALTE,0.0,0.398,0.006,0.004,0.035,0.015,0.995,0.01,1.0,1.0,2,1
10195,21:00,7VLTE,0.808,1.718,0.217,0.04,14.554,1.118,1.132,0.01,4.0,2.0,6,0
29167,3:30,7CLTE,0.0,0.404,0.023,0.01,0.358,0.16,1.011,0.01,1.0,1.0,2,0
2130,0:45,1CLTE,38.905,10.647,4.216,0.334,48.63,9.777,2.209,1.562,9.0,8.0,17,1
76,19:30,6ALTE,10.61,1.819,0.612,0.078,20.219,3.548,1.213,0.01,5.0,3.0,8,0
33550,15:30,8ALTE,21.625,3.84,0.92,0.101,42.547,0.918,1.415,1.354,6.0,6.0,12,0
31108,2:00,5CLTE,3.739,0.606,0.105,0.008,40.737,0.372,1.031,1.011,3.0,2.0,5,0
15998,10:45,7CLTE,0.303,0.707,0.067,0.017,2.338,0.217,1.142,0.01,4.0,2.0,6,0
35618,11:00,7BLTE,0.404,1.213,0.29,0.042,14.269,0.629,1.334,0.01,5.0,3.0,8,0
24621,14:15,6WLTE,2.587,4.378,0.432,0.061,10.472,0.528,1.184,0.01,5.0,3.0,8,1
14276,19:00,3CLTE,7.276,1.617,0.725,0.061,35.794,2.392,1.112,1.031,4.0,3.0,7,0
9105,8:15,6WLTE,2.728,1.718,0.219,0.071,12.199,1.259,1.122,0.01,5.0,3.0,8,0
2687,16:30,7ULTE,1.493,2.985,0.507,0.04,18.621,0.624,1.134,0.01,4.0,3.0,7,1
4344,9:00,7VLTE,1.718,2.93,0.263,0.055,7.143,0.441,1.253,0.01,5.0,3.0,8,0
33601,7:00,6WLTE,0.808,7.579,0.942,0.056,8.008,2.517,1.081,0.01,4.0,3.0,7,0
19699,17:15,4ALTE,11.116,1.415,0.34,0.09,16.502,0.841,1.213,1.051,5.0,5.0,10,0
27003,6:00,6WLTE,0.909,1.516,0.151,0.026,3.336,0.644,1.091,0.01,3.0,2.0,5,0
16812,7:45,6ULTE,1.112,3.941,1.999,0.045,53.773,0.551,1.202,0.01,4.0,3.0,7,0
24890,7:30,8ALTE,5.97,0.995,0.287,0.027,6.396,0.359,1.065,1.015,4.0,3.0,7,1
25805,5:00,4BLTE,8.892,0.404,0.008,0.004,0.485,0.149,1.112,1.011,3.0,2.0,5,0
7909,13:45,3ALTE,31.528,7.781,2.02,0.219,35.869,4.099,1.839,1.435,9.0,7.0,16,0
7037,23:30,2ALTE,0.101,0.404,0.003,0.002,0.005,0.006,1.011,0.01,1.0,1.0,2,0
22696,0:00,10BLTE,0.606,0.606,0.67,0.022,22.866,0.416,1.021,1.011,2.0,1.0,3,0
7359,14:00,10BLTE,10.711,1.617,0.44,0.047,27.216,1.261,1.142,1.061,4.0,4.0,8,0
253,10:15,7CLTE,0.606,1.213,0.32,0.041,18.3,1.736,1.223,0.01,4.0,3.0,7,0
18618,21:15,1BLTE,19.907,1.718,0.445,0.581,42.121,13.177,1.324,1.152,6.0,4.0,10,0
932,4:45,6ALTE,1.516,0.404,0.038,0.014,4.145,0.186,1.021,0.01,3.0,2.0,5,0
11631,13:30,3CLTE,12.227,1.415,0.369,0.052,14.173,0.998,1.162,1.051,4.0,3.0,7,0
2747,3:15,7VLTE,0.404,1.112,0.038,0.01,2.601,0.411,0.97,0.01,3.0,2.0,5,0
5134,22:15,10BLTE,4.143,1.415,0.506,0.041,21.234,0.531,1.081,1.021,3.0,3.0,6,0
34486,10:00,6BLTE,8.856,1.194,0.343,0.044,26.508,0.701,1.075,0.01,4.0,3.0,7,1
18279,12:30,3BLTE,15.821,2.09,0.742,0.078,14.225,0.987,1.254,1.075,5.0,4.0,9,1
22851,11:30,4ALTE,6.669,2.324,0.42,0.043,16.803,1.399,1.122,1.071,4.0,3.0,7,0
21261,7:15,6CLTE,1.294,0.398,0.017,0.015,0.276,0.152,1.025,0.01,3.0,2.0,5,1
27375,3:45,10BLTE,0.303,0.404,0.006,0.006,0.056,0.047,1.051,1.011,2.0,1.0,3,0
24566,13:45,6BLTE,19.9,1.194,0.127,0.034,4.295,0.362,1.154,0.01,5.0,3.0,8,1
13697,20:00,1ALTE,22.534,5.053,1.438,0.126,34.246,1.267,1.465,1.192,8.0,7.0,15,0
31618,17:45,10ALTE,11.318,1.213,0.27,0.054,10.769,2.503,1.172,1.051,4.0,4.0,8,0
5979,11:30,1BLTE,17.811,1.99,0.57,0.072,11.747,0.551,1.244,1.085,4.0,4.0,8,1
3512,12:30,10BLTE,7.562,0.995,0.299,0.045,11.219,0.805,1.065,1.005,4.0,2.0,6,1
12642,9:45,7WLTE,1.92,6.77,0.967,0.06,15.453,0.454,1.324,0.01,8.0,4.0,12,0
23274,2:45,3CLTE,0.995,0.498,0.056,0.012,1.614,0.166,0.995,0.995,2.0,1.0,3,1
9669,12:15,6ULTE,1.891,3.383,0.855,0.117,14.051,3.272,1.254,0.01,6.0,3.0,9,1
9788,1:45,8CLTE,0.707,0.505,0.225,0.018,17.993,0.603,1.021,1.011,2.0,2.0,4,0
5435,8:00,6BLTE,7.562,0.697,0.182,0.031,7.036,0.986,1.075,0.01,3.0,2.0,5,1
30452,21:30,1BLTE,18.209,2.488,0.568,0.211,20.586,1.608,1.542,1.104,6.0,4.0,10,1
27460,12:45,6ALTE,19.604,2.627,0.775,0.097,12.243,0.639,1.314,0.01,7.0,4.0,11,0
1653,23:15,1ALTE,12.53,1.819,0.521,0.059,24.965,2.246,1.182,1.081,5.0,3.0,8,0
6338,2:15,3BLTE,4.677,0.896,0.133,0.023,7.072,0.255,1.065,1.005,4.0,2.0,6,1
13916,10:45,3CLTE,10.812,1.617,0.304,0.055,5.363,1.102,1.182,1.132,5.0,5.0,10,0
28388,12:15,3CLTE,14.349,2.627,0.542,0.062,21.023,0.505,1.334,1.273,6.0,6.0,12,0
20212,1:30,6ULTE,0.707,1.718,0.424,0.06,37.488,8.701,1.101,0.01,3.0,2.0,5,0
11697,23:00,7WLTE,0.796,1.99,0.507,0.039,6.33,0.611,1.095,0.01,3.0,3.0,6,1
17555,22:45,6BLTE,22.231,1.92,0.333,0.073,23.428,3.286,1.223,0.01,6.0,4.0,10,0
12083,10:45,6ALTE,5.373,0.796,0.228,0.039,9.028,0.561,1.075,0.01,4.0,2.0,6,1
25449,9:45,4CLTE,13.541,1.92,0.345,0.059,9.411,0.957,1.223,1.243,5.0,4.0,9,0
6956,18:30,3CLTE,6.169,1.194,0.482,0.056,86.698,0.65,1.114,1.015,4.0,3.0,7,1
15584,7:15,8CLTE,2.122,0.707,0.315,0.025,10.946,0.814,1.031,1.011,3.0,2.0,5,0
11798,4:15,2ALTE,0.0,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
31756,4:15,6WLTE,0.303,1.011,0.108,0.013,7.687,0.339,1.041,0.01,3.0,2.0,5,0
18868,0:45,4BLTE,11.823,1.617,0.661,0.042,22.51,1.72,1.122,1.031,4.0,3.0,7,0
659,18:45,5CLTE,16.471,1.819,0.457,0.066,18.159,0.563,1.253,1.061,5.0,4.0,9,0
2788,0:00,10ALTE,6.366,1.112,0.333,0.025,13.174,0.714,1.091,1.041,4.0,3.0,7,0
16869,3:45,7ULTE,0.398,1.294,0.134,0.014,7.101,0.234,1.035,0.01,3.0,2.0,5,1
22278,6:45,8ALTE,3.133,0.505,0.053,0.016,2.303,0.27,1.041,1.021,3.0,2.0,5,0
32339,17:15,7ALTE,0.707,4.143,0.97,0.058,16.355,0.542,1.334,0.01,6.0,3.0,9,0
15199,13:30,1BLTE,8.259,1.194,0.341,0.04,16.72,0.527,1.154,1.015,4.0,3.0,7,1
10871,23:00,7ALTE,0.303,1.415,0.336,0.032,6.214,0.441,1.152,0.01,4.0,2.0,6,0
8649,11:45,3BLTE,21.928,4.85,1.149,0.099,15.557,0.764,1.475,1.374,7.0,6.0,13,0
29912,15:15,5ALTE,2.985,0.597,0.087,0.023,2.593,0.483,1.055,1.005,3.0,2.0,5,1
29971,12:45,8ALTE,24.151,5.659,1.126,0.123,39.05,1.517,1.445,1.182,7.0,4.0,11,0
35690,5:30,4BLTE,8.955,1.99,0.494,0.032,9.868,0.269,1.124,1.015,5.0,3.0,8,1
18726,10:15,5CLTE,5.274,0.896,0.115,0.016,7.214,0.742,1.045,1.005,3.0,2.0,5,1
13731,5:30,4CLTE,5.255,1.718,1.177,0.033,33.373,0.371,1.061,1.011,3.0,2.0,5,0
14986,6:00,2ALTE,0.0,0.398,0.012,0.008,0.028,0.018,0.995,0.01,1.0,1.0,2,1
17734,23:45,7VLTE,1.011,1.718,0.164,0.024,7.488,1.381,1.101,0.01,5.0,3.0,8,0
17021,15:00,10ALTE,14.229,2.786,0.66,0.048,43.094,1.141,1.134,1.015,4.0,3.0,7,1
11670,21:45,7ALTE,0.202,0.909,0.268,0.028,47.436,0.407,1.112,0.01,5.0,2.0,7,0
11058,11:00,4ALTE,5.457,0.909,0.101,0.024,6.46,0.363,1.112,1.101,4.0,3.0,7,0
28319,0:15,4BLTE,15.36,1.718,0.343,0.057,12.392,1.437,1.223,1.061,6.0,4.0,10,0
33698,16:15,6CLTE,7.276,0.707,0.204,0.032,7.615,0.913,0.0,0.0,,,#¡VALOR!,0
7310,11:00,5BLTE,9.154,0.995,0.204,0.068,8.568,5.589,1.055,1.015,4.0,3.0,7,1
26843,10:30,2ALTE,0.101,0.404,0.02,0.015,0.088,0.056,1.011,0.01,1.0,1.0,2,0
35955,17:30,6VLTE,1.718,3.638,0.379,0.043,7.581,0.434,1.162,0.01,5.0,3.0,8,0
13151,2:45,6ALTE,2.223,0.808,0.477,0.019,15.631,0.334,1.031,0.01,3.0,2.0,5,0
34205,8:45,7ULTE,2.425,3.84,0.604,0.06,16.166,0.622,1.344,0.01,7.0,4.0,11,0
17752,13:00,5CLTE,23.039,3.739,1.069,0.126,21.836,1.601,1.475,1.122,6.0,5.0,11,0
24731,10:15,1CLTE,20.715,2.223,0.641,0.069,39.787,0.89,1.344,1.162,6.0,5.0,11,0
22841,22:15,6CLTE,4.749,2.829,2.552,0.098,64.015,2.252,1.101,0.01,3.0,3.0,6,0
15592,1:15,7BLTE,0.101,0.505,0.09,0.014,8.771,0.142,1.081,0.01,3.0,2.0,5,0
29378,15:15,10CLTE,5.174,0.697,0.089,0.025,14.094,0.277,1.065,1.005,3.0,2.0,5,1
2336,5:30,10BLTE,0.303,0.404,0.034,0.014,0.475,0.209,1.011,1.011,1.0,1.0,2,0
16595,8:30,8CLTE,0.199,0.398,0.034,0.01,0.438,0.081,0.995,0.995,1.0,1.0,2,1
26973,12:45,7CLTE,0.808,0.707,0.247,0.274,26.072,31.235,1.182,0.01,4.0,3.0,7,0
32623,14:15,8CLTE,7.478,1.314,0.221,0.028,14.0,0.839,1.081,1.021,4.0,3.0,7,0
11758,11:45,7WLTE,2.93,7.478,1.047,0.096,19.523,4.662,1.455,0.01,6.0,4.0,10,0
6660,13:45,7WLTE,1.415,2.425,0.412,0.047,9.245,0.842,1.172,0.01,5.0,3.0,8,0
22090,17:45,7VLTE,0.995,2.189,0.184,0.026,11.646,0.435,1.095,0.01,4.0,3.0,7,1
1687,12:30,3CLTE,14.248,2.425,0.563,0.061,12.777,0.878,1.192,1.071,5.0,4.0,9,0
14108,19:00,6VLTE,1.493,2.289,0.198,0.039,4.879,0.323,1.164,0.01,5.0,3.0,8,1
18149,4:45,9BLTE,1.718,0.404,0.028,0.006,5.347,0.265,1.011,1.011,2.0,2.0,4,0
18947,13:45,4CLTE,17.711,1.891,0.632,0.063,28.831,1.376,1.194,1.075,5.0,3.0,8,1
24328,3:30,4ALTE,1.294,0.498,0.131,0.015,13.984,0.192,1.005,0.995,2.0,1.0,3,1
7620,8:15,4BLTE,7.562,0.597,0.05,0.012,4.511,0.322,1.144,1.005,5.0,3.0,8,1
29854,13:15,1CLTE,27.081,5.861,1.731,0.149,26.599,1.104,1.607,1.465,8.0,7.0,15,0
20485,7:15,3ALTE,12.328,1.819,0.508,0.049,17.691,0.489,1.172,1.071,4.0,4.0,8,0
33886,16:45,10ALTE,10.307,1.718,0.899,0.108,9.811,1.489,1.152,1.071,4.0,3.0,7,0
34207,2:15,6CLTE,1.92,0.505,0.174,0.019,9.153,0.402,1.031,0.01,2.0,2.0,4,0
17109,13:15,7WLTE,0.796,1.791,0.255,0.03,12.485,0.362,1.055,0.01,4.0,3.0,7,1
29152,20:00,10CLTE,6.07,1.99,0.871,0.047,38.192,0.547,1.114,1.015,5.0,3.0,8,1
2548,6:15,5CLTE,3.638,0.505,0.023,0.005,1.729,0.12,1.041,1.011,2.0,1.0,3,0
26715,0:30,6VLTE,1.112,3.84,0.933,0.041,12.31,0.292,1.142,0.01,4.0,3.0,7,0
3763,20:45,4ALTE,5.457,1.011,0.313,0.033,10.025,0.632,1.101,1.021,4.0,3.0,7,0
26066,16:00,4CLTE,21.322,5.356,1.373,0.074,13.998,0.621,1.425,1.334,7.0,7.0,14,0
18082,7:45,6WLTE,0.606,2.627,0.497,0.03,13.311,0.452,1.101,0.01,3.0,2.0,5,0
25491,17:30,3CLTE,3.941,0.909,0.275,0.029,12.692,0.519,1.081,1.021,4.0,2.0,6,0
16289,1:30,6BLTE,15.36,1.112,0.233,0.024,12.774,0.393,1.122,0.01,4.0,3.0,7,0
4681,19:15,10CLTE,5.075,0.697,0.179,0.037,4.882,0.52,1.045,1.005,3.0,3.0,6,1
22788,20:45,6ULTE,1.314,3.133,0.781,0.067,56.806,2.042,1.202,0.01,5.0,3.0,8,0
27055,13:30,6ULTE,3.537,4.85,0.991,0.13,41.96,10.35,1.475,0.01,7.0,3.0,10,0
26058,1:45,5BLTE,6.567,0.796,0.175,0.017,4.925,0.262,1.035,1.005,4.0,2.0,6,1
36061,2:15,3ALTE,5.255,0.606,0.09,0.015,7.764,0.242,1.031,1.011,3.0,3.0,6,0
19590,1:00,4ALTE,2.021,0.808,0.472,0.029,19.836,0.613,1.041,1.011,3.0,2.0,5,0
6501,12:15,7ALTE,0.1,0.697,0.243,0.02,26.534,0.66,1.035,0.01,3.0,2.0,5,1
15519,2:15,9BLTE,0.707,0.404,0.012,0.007,0.1,0.051,1.011,1.011,2.0,1.0,3,0
30393,15:00,4ALTE,4.648,0.808,0.129,0.023,5.096,0.503,1.081,1.031,3.0,3.0,6,0
22385,21:00,6ALTE,6.368,2.587,1.224,0.055,17.456,0.727,1.104,0.01,4.0,3.0,7,1
2038,19:00,2ALTE,1.011,0.404,0.009,0.01,0.107,0.083,1.011,0.01,2.0,2.0,4,0
4572,20:15,7VLTE,1.819,2.93,0.416,0.065,13.316,2.289,1.304,0.01,5.0,4.0,9,0
35916,7:30,6WLTE,0.299,0.896,0.05,0.012,1.811,0.458,1.035,0.01,3.0,2.0,5,1
13709,9:00,7VLTE,1.314,2.526,0.281,0.043,8.202,0.92,1.162,0.01,4.0,4.0,8,0
12897,18:00,6ULTE,2.829,7.983,0.95,0.095,19.475,0.98,1.465,0.01,6.0,4.0,10,0
19191,0:45,5CLTE,5.356,0.808,0.222,0.022,16.526,0.255,1.071,1.011,3.0,3.0,6,0
27927,1:15,5CLTE,4.446,0.606,0.05,0.015,5.255,0.354,1.041,1.011,3.0,3.0,6,0
18719,4:00,8BLTE,0.707,0.404,0.027,0.014,1.254,0.15,1.071,1.021,2.0,2.0,4,0
24618,11:45,3ALTE,31.022,5.659,1.346,0.161,31.629,0.938,1.698,1.405,8.0,7.0,15,0
18888,8:45,3BLTE,18.088,2.425,0.54,0.069,15.68,0.837,1.233,1.182,5.0,5.0,10,0
31356,2:30,5BLTE,6.77,0.707,0.132,0.02,9.08,0.362,1.041,1.021,3.0,2.0,5,0
29677,5:45,3BLTE,5.771,0.995,0.131,0.033,3.692,0.285,1.075,1.025,4.0,3.0,7,1
17474,19:45,4ALTE,8.387,0.909,0.25,0.032,6.601,0.578,1.112,1.031,4.0,3.0,7,0
34618,12:30,6CLTE,10.105,0.909,0.112,0.037,9.878,3.47,1.101,0.01,4.0,3.0,7,0
30343,16:45,5CLTE,21.928,6.871,2.058,0.134,25.638,0.913,1.475,1.122,6.0,4.0,10,0
15089,19:00,9ALTE,3.84,0.808,0.278,0.025,18.849,0.791,1.081,1.021,3.0,2.0,5,0
28636,14:30,6CLTE,10.206,1.516,0.642,0.059,13.49,4.872,1.152,0.01,5.0,3.0,8,0
18694,2:00,6VLTE,0.808,1.213,0.045,0.012,3.472,0.361,1.081,0.01,3.0,2.0,5,0
18372,16:15,4ALTE,5.962,1.314,0.42,0.033,33.97,0.862,1.122,1.031,4.0,3.0,7,0
17133,12:00,7CLTE,0.404,1.011,0.279,0.032,33.987,0.767,1.213,0.01,4.0,2.0,6,0
23754,5:45,4BLTE,5.558,2.728,1.389,0.034,23.826,0.359,1.081,1.041,3.0,3.0,6,0
14621,22:30,6BLTE,24.656,3.436,0.942,0.074,17.477,5.459,1.293,0.01,6.0,5.0,11,0
8216,16:30,1BLTE,15.259,1.92,0.511,0.066,36.462,1.903,1.273,1.061,6.0,3.0,9,0
27417,0:30,6ULTE,1.393,1.99,0.217,0.038,8.733,0.682,1.124,0.01,4.0,3.0,7,1
35253,9:00,6BLTE,12.126,2.627,1.134,0.072,15.197,3.665,1.132,0.01,5.0,4.0,9,0
8901,0:00,6VLTE,1.92,3.739,0.655,0.072,47.078,1.564,1.273,0.01,5.0,3.0,8,0
3226,22:30,4ALTE,5.457,1.112,0.265,0.04,6.235,0.707,1.091,1.021,4.0,3.0,7,0
